taxon,dlc_id,hybrid,sex,name,current_resident,stud_book,dob,birth_month,estimated_dob,birth_type,birth_institution,litter_size,expected_gestation,estimated_concep,concep_month,dam_id,dam_name,dam_taxon,dam_dob,dam_age_at_concep_y,sire_id,sire_name,sire_taxon,sire_dob,sire_age_at_concep_y,dod,age_at_death_y,age_of_living_y,age_last_verified_y,age_max_live_or_dead_y,n_known_offspring,dob_estimated,weight_g,weight_date,month_of_weight,age_at_wt_d,age_at_wt_wk,age_at_wt_mo,age_at_wt_mo_no_dec,age_at_wt_y,change_since_prev_wt_g,days_since_prev_wt,avg_daily_wt_change_g,days_before_death,r_min_dam_age_at_concep_y,age_category,preg_status,expected_gestation_d,concep_date_if_preg,infant_dob_if_preg,days_before_inf_birth_if_preg,pct_preg_remain_if_preg,infant_lit_sz_if_preg
PCOQ,6333,N,M,CONSTANTINE,N,143,1989-12-28,12,NA,CB,Duke Lemur Center,1,160,1989-07-21,7,5703,CORNELIA,PCOQ,1977-07-01,12.06,5944,TRAJAN,PCOQ,1980-07-01,9.06,NA,NA,29.13,NA,29.13,21,NA,3700,1993-07-08,7,1288,184,42.35,42,3.53,-90,43,-2.09,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6334,N,M,FLAVIA-A,N,144,1990-01-17,1,NA,CB,Duke Lemur Center,1,160,1989-08-10,8,6108,FLAVIA,PCOQ,1982-07-01,7.12,597,NIGEL,PCOQ,1972-02-10,17.51,1990-03-19,0.17,NA,NA,0.17,NA,NA,84.5,1990-01-18,1,1,0.14,0.03,0,0,NA,NA,NA,60,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6336,N,F,CLAUDIA,N,145,1990-02-20,2,NA,CB,Duke Lemur Center,1,160,1989-09-13,9,6109,OCTAVIA,PCOQ,1982-07-01,7.21,5945,HADRIAN,PCOQ,1982-07-01,7.21,1992-05-16,2.24,NA,NA,2.24,NA,NA,3455,1991-06-07,6,472,67.43,15.52,15,1.29,2306,326,7.07,344,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6397,N,F,CORNELIA-B,N,146,1990-12-05,12,NA,CB,Duke Lemur Center,1,160,1990-06-28,6,5703,CORNELIA,PCOQ,1977-07-01,13,5944,TRAJAN,PCOQ,1980-07-01,10,1990-12-05,0,NA,NA,0,NA,NA,84,1990-12-05,12,0,0,0,0,0,NA,NA,NA,0,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6398,N,F,PAULINA,N,147,1991-01-24,1,NA,CB,Duke Lemur Center,1,160,1990-08-17,8,6108,FLAVIA,PCOQ,1982-07-01,8.13,597,NIGEL,PCOQ,1972-02-10,18.53,2006-08-29,15.61,NA,NA,15.61,11,NA,3580,2004-08-18,8,4955,707.86,162.9,162,13.58,-100,5,-20,741,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6399,N,M,MAXIMIAN,N,148,1991-03-09,3,NA,CB,Duke Lemur Center,1,160,1990-09-30,9,6109,OCTAVIA,PCOQ,1982-07-01,8.25,5945,HADRIAN,PCOQ,1982-07-01,8.25,1992-07-27,1.39,NA,NA,1.39,NA,NA,111,1991-03-09,3,0,0,0,0,0,NA,NA,NA,506,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6450,N,M,VALENTINIAN,N,149,1991-11-02,11,NA,CB,Duke Lemur Center,1,160,1991-05-26,5,5703,CORNELIA,PCOQ,1977-07-01,13.91,5944,TRAJAN,PCOQ,1980-07-01,10.91,2012-01-30,20.26,NA,NA,20.26,7,NA,3980,2001-04-06,4,3443,491.86,113.19,113,9.43,130,2,65,3951,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6456,N,F,CRISPINA,N,151,1992-03-02,3,NA,CB,Duke Lemur Center,1,160,1991-09-24,9,6108,FLAVIA,PCOQ,1982-07-01,9.24,597,NIGEL,PCOQ,1972-02-10,19.63,1995-06-07,3.27,NA,NA,3.27,NA,NA,3430,1994-02-15,2,715,102.14,23.51,23,1.96,-50,71,-0.7,477,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6491,N,M,OCTAVIA-B,N,152,1992-05-08,5,NA,CB,Duke Lemur Center,1,160,1991-11-30,11,6109,OCTAVIA,PCOQ,1982-07-01,9.42,5945,HADRIAN,PCOQ,1982-07-01,9.42,1992-05-08,0,NA,NA,0,NA,NA,92,1992-05-08,5,0,0,0,0,0,NA,NA,NA,0,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6517,N,F,PULCHRA,N,153,1993-02-28,2,NA,CB,Duke Lemur Center,1,160,1992-09-21,9,5703,CORNELIA,PCOQ,1977-07-01,15.24,5944,TRAJAN,PCOQ,1980-07-01,12.23,2007-12-15,14.8,NA,NA,14.8,13,NA,4610,1996-03-25,3,1121,160.14,36.85,36,3.07,-130,19,-6.84,4282,2.64,young_adult,P,160,1995-10-18,1996-03-26,1,0.00625,1
PCOQ,6518,N,M,Julian,Y,154,1993-03-04,3,NA,CB,Duke Lemur Center,1,160,1992-09-25,9,6108,FLAVIA,PCOQ,1982-07-01,10.24,597,NIGEL,PCOQ,1972-02-10,20.64,NA,NA,25.95,NA,25.95,14,NA,4200,2012-01-20,1,6896,985.14,226.72,226,18.89,130,50,2.6,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6538,N,F,Drusilla,Y,156,1993-04-06,4,NA,CB,Duke Lemur Center,1,160,1992-10-28,10,6109,OCTAVIA,PCOQ,1982-07-01,10.33,5945,HADRIAN,PCOQ,1982-07-01,10.33,NA,NA,25.85,NA,25.85,16,NA,4615,2011-05-11,5,6609,944.14,217.28,217,18.11,-10,35,-0.29,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6560,N,M,SEVERUS,N,157,1993-09-11,9,NA,CB,Duke Lemur Center,1,160,1993-04-04,4,6273,LUCIA,PCOQ,1989-03-15,4.06,6333,CONSTANTINE,PCOQ,1989-12-28,3.27,1994-12-26,1.29,NA,NA,1.29,NA,NA,500,1994-01-06,1,117,16.71,3.85,3,0.32,130,44,2.95,354,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6568,N,M,CORNELIA-C,N,159,1994-03-10,3,NA,CB,Duke Lemur Center,1,160,1993-10-01,10,5703,CORNELIA,PCOQ,1977-07-01,16.26,5944,TRAJAN,PCOQ,1980-07-01,13.26,1994-03-10,0,NA,NA,0,NA,NA,113.5,1994-03-10,3,0,0,0,0,0,NA,NA,NA,0,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6583,N,M,Jovian,N,160,1994-04-10,4,NA,CB,Duke Lemur Center,1,160,1993-11-01,11,6108,FLAVIA,PCOQ,1982-07-01,11.35,597,NIGEL,PCOQ,1972-02-10,21.74,2014-11-10,20.6,NA,NA,20.6,12,NA,2960,2014-09-03,9,7451,1064.43,244.96,244,20.41,20,13,1.54,68,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6608,N,M,OTHO,N,161,1994-09-12,9,NA,CB,Duke Lemur Center,1,160,1994-04-05,4,6273,LUCIA,PCOQ,1989-03-15,5.06,6333,CONSTANTINE,PCOQ,1989-12-28,4.27,2010-06-22,15.79,NA,NA,15.79,2,NA,3430,1996-10-23,10,772,110.29,25.38,25,2.12,120,41,2.93,4990,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6610,N,M,NERO,N,162,1994-12-04,12,NA,CB,Duke Lemur Center,1,160,1994-06-27,6,6110,MARCELLA,PCOQ,1984-07-01,9.99,6207,Tiberius,PCOQ,1988-01-20,6.44,2008-04-02,13.34,NA,NA,13.34,6,NA,3340,2007-06-14,6,4575,653.57,150.41,150,12.53,60,55,1.09,293,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6625,N,M,FLAVIA-B,N,164,1995-03-25,3,NA,CB,Duke Lemur Center,1,160,1994-10-16,10,6108,FLAVIA,PCOQ,1982-07-01,12.3,597,NIGEL,PCOQ,1972-02-10,22.7,1995-04-18,0.07,NA,NA,0.07,NA,NA,150,1995-04-11,4,17,2.43,0.56,0,0.05,23,7,3.21,7,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6628,N,F,GALERIA,N,165,1995-04-06,4,NA,CB,Duke Lemur Center,1,160,1994-10-28,10,6273,LUCIA,PCOQ,1989-03-15,5.62,6333,CONSTANTINE,PCOQ,1989-12-28,4.84,1995-06-21,0.21,NA,NA,0.21,NA,NA,128,1995-04-18,4,12,1.71,0.39,0,0.03,26,7,3.71,64,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6650,N,M,Gordian,Y,166,1995-12-17,12,NA,CB,Duke Lemur Center,1,160,1995-07-10,7,6273,LUCIA,PCOQ,1989-03-15,6.32,6333,CONSTANTINE,PCOQ,1989-12-28,5.53,NA,NA,23.16,NA,23.16,3,NA,3425,2003-10-14,10,2858,408.29,93.96,93,7.83,-35,1,-35,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6651,N,ND,Paulina-A,N,167,1996-01-08,1,NA,CB,Duke Lemur Center,1,160,1995-08-01,8,6398,PAULINA,PCOQ,1991-01-24,4.52,6450,VALENTINIAN,PCOQ,1991-11-02,3.75,1996-01-11,0.01,NA,NA,0.01,NA,NA,88,1996-01-11,1,3,0.43,0.1,0,0.01,NA,NA,NA,0,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6652,N,F,Marcella-C,N,168,1996-01-21,1,NA,CB,Duke Lemur Center,1,160,1995-08-14,8,6110,MARCELLA,PCOQ,1984-07-01,11.13,5944,TRAJAN,PCOQ,1980-07-01,15.13,1996-01-23,0.01,NA,NA,0.01,NA,NA,76,1996-01-23,1,2,0.29,0.07,0,0.01,NA,NA,NA,0,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6653,N,M,DIOCLETIAN,N,169,1996-02-19,2,NA,CB,Duke Lemur Center,1,160,1995-09-12,9,6108,FLAVIA,PCOQ,1982-07-01,13.21,597,NIGEL,PCOQ,1972-02-10,23.6,1996-04-09,0.14,NA,NA,0.14,NA,NA,144,1996-04-06,4,47,6.71,1.55,1,0.13,-6,1,-6,3,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6667,N,M,DOMITIAN,N,170,1996-03-26,3,NA,CB,Duke Lemur Center,1,160,1995-10-18,10,6517,PULCHRA,PCOQ,1993-02-28,2.64,6207,Tiberius,PCOQ,1988-01-20,7.75,1996-07-28,0.34,NA,NA,0.34,NA,NA,410,1996-06-18,6,84,12,2.76,2,0.23,42,5,8.4,40,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6690,N,F,FAUSTINA,N,171,1996-12-08,12,NA,CB,Duke Lemur Center,1,160,1996-07-01,7,6398,PAULINA,PCOQ,1991-01-24,5.44,6450,VALENTINIAN,PCOQ,1991-11-02,4.67,2009-07-20,12.62,NA,NA,12.62,11,NA,4320,2001-03-12,3,1555,222.14,51.12,51,4.26,-300,20,-15,3052,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6692,N,F,ALEXIANUS,N,172,1996-12-17,12,NA,CB,Duke Lemur Center,1,160,1996-07-10,7,6110,MARCELLA,PCOQ,1984-07-01,12.03,5944,TRAJAN,PCOQ,1980-07-01,16.04,2005-05-26,8.44,NA,NA,8.44,3,NA,192,1997-01-07,1,21,3,0.69,0,0.06,41,8,5.13,3061,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6695,N,M,Flavia-C,N,173,1997-02-20,2,NA,CB,Duke Lemur Center,1,160,1996-09-13,9,6108,FLAVIA,PCOQ,1982-07-01,14.21,597,NIGEL,PCOQ,1972-02-10,24.61,1997-02-20,0,NA,NA,0,NA,NA,100,1997-02-20,2,0,0,0,0,0,NA,NA,NA,0,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6696,N,F,Avita,N,174,1997-02-24,2,NA,CB,Duke Lemur Center,1,160,1996-09-17,9,6273,LUCIA,PCOQ,1989-03-15,7.52,6333,CONSTANTINE,PCOQ,1989-12-28,6.73,1998-07-14,1.38,NA,NA,1.38,NA,NA,344,1997-04-24,4,59,8.43,1.94,1,0.16,13,1,13,446,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6723,N,F,LIVIA II,N,176,1998-01-31,1,NA,CB,Duke Lemur Center,1,160,1997-08-24,8,6110,MARCELLA,PCOQ,1984-07-01,13.16,5944,TRAJAN,PCOQ,1980-07-01,17.16,2004-06-24,6.4,NA,NA,6.4,1,NA,2110,1998-08-19,8,200,28.57,6.58,6,0.55,250,20,12.5,2136,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6724,N,M,Eugenius,N,177,1998-02-07,2,NA,CB,Duke Lemur Center,1,160,1997-08-31,8,6538,Drusilla,PCOQ,1993-04-06,4.41,6518,Julian,PCOQ,1993-03-04,4.5,1999-07-14,1.43,NA,NA,1.43,NA,NA,850,1998-06-12,6,125,17.86,4.11,4,0.34,-10,4,-2.5,397,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6727,N,F,Antonia,N,178,1998-02-22,2,NA,CB,Duke Lemur Center,1,160,1997-09-15,9,6398,PAULINA,PCOQ,1991-01-24,6.65,6450,VALENTINIAN,PCOQ,1991-11-02,5.87,2017-05-23,19.26,NA,NA,19.26,4,NA,4460,2006-03-07,3,2935,419.29,96.49,96,8.04,-280,49,-5.71,4095,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6728,N,F,Lucia-B,N,179,1998-02-23,2,NA,CB,Duke Lemur Center,1,160,1997-09-16,9,6273,LUCIA,PCOQ,1989-03-15,8.51,6333,CONSTANTINE,PCOQ,1989-12-28,7.72,1998-03-03,0.02,NA,NA,0.02,NA,NA,119,1998-02-24,2,1,0.14,0.03,0,0,NA,NA,NA,7,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6741,N,M,CALIGULA,N,182,1998-12-19,12,NA,CB,Duke Lemur Center,1,160,1998-07-12,7,6273,LUCIA,PCOQ,1989-03-15,9.33,6333,CONSTANTINE,PCOQ,1989-12-28,8.54,NA,NA,20.15,NA,20.15,7,NA,3540,2001-04-16,4,849,121.29,27.91,27,2.33,-60,5,-12,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6743,N,F,Pia,N,183,1999-02-15,2,NA,CB,Duke Lemur Center,1,160,1998-09-08,9,6110,MARCELLA,PCOQ,1984-07-01,14.2,5944,TRAJAN,PCOQ,1980-07-01,18.2,2018-10-17,19.68,NA,NA,19.68,10,NA,4640,2015-01-27,1,5825,832.14,191.51,191,15.96,60,12,5,1359,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6744,N,F,Rupillia,Y,184,1999-02-16,2,NA,CB,Duke Lemur Center,1,160,1998-09-09,9,6108,FLAVIA,PCOQ,1982-07-01,16.2,597,NIGEL,PCOQ,1972-02-10,26.6,NA,NA,19.99,NA,19.99,8,NA,156,1999-03-11,3,23,3.29,0.76,0,0.06,5,1,5,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6747,N,M,Phillip the Arab,N,185,1999-02-24,2,NA,CB,Duke Lemur Center,1,160,1998-09-17,9,6398,PAULINA,PCOQ,1991-01-24,7.65,6450,VALENTINIAN,PCOQ,1991-11-02,6.88,2014-10-09,15.63,NA,NA,15.63,5,NA,1200,1999-08-12,8,169,24.14,5.56,5,0.46,140,8,17.5,5537,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6757,N,M,ZENO,N,187,2000-02-02,2,NA,CB,Duke Lemur Center,1,160,1999-08-26,8,6398,PAULINA,PCOQ,1991-01-24,8.59,6610,NERO,PCOQ,1994-12-04,4.73,2011-10-15,11.71,NA,NA,11.71,4,NA,443,2000-04-02,4,60,8.57,1.97,1,0.16,4,1,4,4213,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6758,N,F,EUDOXIA,N,188,2000-02-11,2,NA,CB,Duke Lemur Center,1,160,1999-09-04,9,6538,Drusilla,PCOQ,1993-04-06,6.42,5944,TRAJAN,PCOQ,1980-07-01,19.19,2017-01-10,16.93,NA,NA,16.93,4,NA,1340,2000-07-19,7,159,22.71,5.23,5,0.44,-30,2,-15,6019,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6759,N,M,MARIUS,N,189,2000-02-18,2,NA,CB,Duke Lemur Center,1,160,1999-09-11,9,6110,MARCELLA,PCOQ,1984-07-01,15.21,6518,Julian,PCOQ,1993-03-04,6.53,2004-07-15,4.41,NA,NA,4.41,NA,NA,1360,2000-07-19,7,152,21.71,5,4,0.42,0,2,0,1457,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6770,N,F,Chris,N,190,2000-12-04,12,NA,CB,Los Angeles Zoo & Botanical Gardens,NA,160,2000-06-27,6,6517,PULCHRA,PCOQ,1993-02-28,7.33,6207,Tiberius,PCOQ,1988-01-20,12.44,NA,NA,18.19,NA,18.19,5,NA,4200,2003-10-15,10,1045,149.29,34.36,34,2.86,-60,11,-5.45,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6774,N,M,BRUTUS,N,191,2001-02-28,2,NA,CB,Duke Lemur Center,1,160,2000-09-21,9,6398,PAULINA,PCOQ,1991-01-24,9.67,5944,TRAJAN,PCOQ,1980-07-01,20.24,2011-06-02,10.26,NA,NA,10.26,NA,NA,1180,2001-07-10,7,132,18.86,4.34,4,0.36,115,14,8.21,3614,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
